county,year,month,cases,recipients,adult recipients,child recipients,payments,average per case,average per person,avg. recipients per case
Ionia,2016,5,3618.0,7280.0,4315.0,2965.0,805716.0,223.0,111.0,2.01
Ionia,2016,6,3596.0,7210.0,4295.0,2915.0,792884.0,220.0,110.0,2.01
Ionia,2016,7,3603.0,7150.0,4278.0,2872.0,774523.0,215.0,108.0,1.98
Ionia,2016,8,3601.0,7137.0,4261.0,2876.0,789420.0,219.0,111.0,1.98
Ionia,2016,9,3592.0,7117.0,4258.0,2859.0,786867.0,219.0,111.0,1.98
Ionia,2016,10,3602.0,7122.0,4281.0,2841.0,775079.0,215.0,109.0,1.98
Ionia,2016,11,3557.0,6992.0,4197.0,2795.0,763289.0,215.0,109.0,1.97
Ionia,2016,12,3502.0,6903.0,4141.0,2762.0,749561.0,214.0,109.0,1.97
Ionia,2017,1,3505.0,6881.0,4144.0,2737.0,740024.0,211.0,108.0,1.96
Ionia,2017,2,3491.0,6845.0,4122.0,2723.0,751975.0,215.0,110.0,1.96
Ionia,2017,3,3480.0,6810.0,4099.0,2711.0,746602.0,215.0,110.0,1.96
Ionia,2017,4,3432.0,6742.0,4051.0,2691.0,738919.0,215.0,110.0,1.96
Ionia,2017,5,3406.0,6674.0,4023.0,2651.0,725218.0,213.0,109.0,1.96
Ionia,2017,6,3374.0,6618.0,3992.0,2626.0,712959.0,211.0,108.0,1.96
Ionia,2017,7,3343.0,6603.0,3970.0,2633.0,714336.0,214.0,108.0,1.98
Ionia,2017,8,3368.0,6580.0,3981.0,2599.0,755777.0,224.0,115.0,1.95
Ionia,2017,9,3352.0,6518.0,3965.0,2553.0,751437.0,224.0,115.0,1.94
Ionia,2017,10,3351.0,6477.0,3943.0,2534.0,747674.0,223.0,115.0,1.93
Ionia,2017,11,3333.0,6468.0,3947.0,2521.0,739077.0,222.0,114.0,1.94
Ionia,2017,12,3282.0,6380.0,3878.0,2502.0,727056.0,222.0,114.0,1.94
Ionia,2018,1,3314.0,6425.0,3924.0,2501.0,718954.0,217.0,112.0,1.94
Ionia,2018,2,3264.0,6305.0,3861.0,2444.0,709564.0,217.0,113.0,1.93
Ionia,2018,3,3245.0,6254.0,3826.0,2428.0,696998.0,215.0,111.0,1.93
Ionia,2018,4,3172.0,6132.0,3731.0,2401.0,685939.0,216.0,112.0,1.93
Ionia,2018,5,3163.0,6090.0,3708.0,2382.0,674382.0,213.0,111.0,1.93
Ionia,2018,6,3092.0,5943.0,3592.0,2351.0,652196.0,211.0,110.0,1.92
Ionia,2018,7,3070.0,5835.0,3554.0,2281.0,644219.0,210.0,110.0,1.9
Ionia,2018,8,3072.0,5803.0,3552.0,2251.0,645235.0,210.0,111.0,1.89
Ionia,2018,9,3038.0,5735.0,3503.0,2232.0,641319.0,211.0,112.0,1.89
Ionia,2018,10,3018.0,5699.0,3472.0,2227.0,633599.0,210.0,111.0,1.89
Ionia,2018,11,2998.0,5594.0,3442.0,2152.0,620652.0,207.0,111.0,1.87
Ionia,2018,12,3004.0,5634.0,3450.0,2184.0,619647.0,206.0,110.0,1.88
Ionia,2019,1,3001.0,5690.0,3442.0,2248.0,611393.0,204.0,107.0,1.9
Ionia,2019,2,3018.0,5690.0,3448.0,2242.0,626996.0,208.0,110.0,1.89
Ionia,2019,3,2963.0,5628.0,3392.0,2236.0,611981.0,207.0,109.0,1.9
Ionia,2019,4,2941.0,5584.0,3380.0,2204.0,605352.0,206.0,108.0,1.9
Ionia,2019,5,2908.0,5486.0,3357.0,2129.0,591830.0,204.0,108.0,1.89
Ionia,2019,6,2899.0,5482.0,3357.0,2125.0,591617.0,204.0,108.0,1.89
Ionia,2019,7,2884.0,5427.0,3327.0,2100.0,585048.0,203.0,108.0,1.88
Ionia,2019,8,2881.0,5418.0,3307.0,2111.0,595801.0,207.0,110.0,1.88
Ionia,2019,9,2881.0,5410.0,3312.0,2098.0,583772.0,203.0,108.0,1.88
Ionia,2019,10,2868.0,5394.0,3307.0,2087.0,573514.0,200.0,106.0,1.88
Ionia,2019,11,2866.0,5402.0,3308.0,2094.0,581430.0,203.0,108.0,1.88
Ionia,2019,12,2947.0,5592.0,3419.0,2173.0,602170.0,204.0,108.0,1.9
Ionia,2020,1,3011.0,5648.0,3505.0,2143.0,611919.0,203.0,108.0,1.88
Ionia,2020,2,3054.0,5729.0,3554.0,2175.0,620753.0,203.0,108.0,1.88
Ionia,2020,3,3233.0,6148.0,3792.0,2356.0,994985.0,308.0,162.0,1.9
Ionia,2020,4,3615.0,7128.0,4333.0,2795.0,1133206.0,313.0,159.0,1.97
Ionia,2020,5,3671.0,7189.0,4380.0,2809.0,1237038.0,337.0,172.0,1.96
Ionia,2020,6,3384.0,6285.0,3942.0,2343.0,1090361.0,322.0,173.0,1.86
Ionia,2020,7,3248.0,5927.0,3743.0,2184.0,1030456.0,317.0,174.0,1.82
Ionia,2020,8,3203.0,5820.0,3670.0,2150.0,992638.0,310.0,171.0,1.82
Ionia,2020,9,3218.0,5879.0,3697.0,2182.0,1001474.0,311.0,170.0,1.83
Ionia,2020,10,3264.0,6052.0,3780.0,2272.0,1074977.0,329.0,178.0,1.85
Ionia,2020,11,3303.0,6202.0,3843.0,2359.0,1106454.0,335.0,178.0,1.88
Ionia,2020,12,3336.0,6302.0,3889.0,2413.0,1116965.0,335.0,177.0,1.89
Ionia,2021,1,3346.0,6304.0,3903.0,2401.0,1296896.0,388.0,206.0,1.88
Ionia,2021,2,3389.0,6384.0,3958.0,2426.0,1309495.0,386.0,205.0,1.88
Ionia,2021,3,3372.0,6322.0,3928.0,2394.0,1305743.0,387.0,207.0,1.87
Ionia,2021,4,3258.0,6013.0,3786.0,2227.0,1255741.0,385.0,209.0,1.85
Ionia,2021,5,3242.0,5973.0,3769.0,2204.0,1347644.0,416.0,226.0,1.84
Ionia,2021,6,3257.0,6023.0,3793.0,2230.0,1215023.0,373.0,202.0,1.85
Ionia,2021,7,3270.0,6128.0,3814.0,2314.0,1357735.0,415.0,222.0,1.87
Ionia,2021,8,3306.0,6188.0,3855.0,2333.0,1373844.0,416.0,222.0,1.87
Ionia,2021,9,3342.0,6339.0,3913.0,2426.0,1411498.0,422.0,223.0,1.9
Ionia,2021,10,3363.0,6349.0,3936.0,2413.0,1538415.0,457.0,242.0,1.89
Ionia,2021,11,3412.0,6445.0,4003.0,2442.0,1536718.0,450.0,238.0,1.89
Ionia,2021,12,3421.0,6490.0,4008.0,2482.0,1566248.0,458.0,241.0,1.9
Ionia,2022,1,3461.0,6575.0,4054.0,2521.0,1559207.0,451.0,237.0,1.9
Ionia,2022,2,3529.0,6722.0,4142.0,2580.0,1615768.0,458.0,240.0,1.9
Ionia,2022,3,3554.0,6766.0,4180.0,2586.0,1617583.0,455.0,239.0,1.9
Ionia,2022,4,3601.0,6824.0,4213.0,2611.0,1596878.0,443.0,234.0,1.9
Ionia,2022,5,3711.0,7068.0,4349.0,2719.0,1605654.0,433.0,227.0,1.9
Ionia,2022,6,3627.0,6909.0,4252.0,2657.0,1618000.0,446.0,234.0,1.9
Ionia,2022,7,3642.0,6902.0,4262.0,2640.0,1642699.0,451.0,238.0,1.9
Ionia,2022,8,3669.0,6981.0,4306.0,2675.0,1652738.0,450.0,237.0,1.9
Ionia,2022,9,3619.0,6840.0,4228.0,2612.0,1637391.0,452.0,239.0,1.89
Ionia,2022,10,3705.0,7045.0,4343.0,2702.0,1916865.0,517.37,272.09,1.9
Ionia,2022,11,3722.0,7084.0,4370.0,2714.0,1862989.0,500.53,262.99,1.9
Ionia,2022,12,3732.0,7091.0,4385.0,2706.0,1902697.0,509.83,268.33,1.9
Ionia,2023,1,3763.0,7181.0,4428.0,2753.0,1895617.0,503.75,263.98,1.91
Ionia,2023,2,3762.0,7180.0,4432.0,2748.0,1912930.0,508.49,266.42,1.91
Ionia,2023,3,3734.0,7082.0,4373.0,2709.0,1097541.0,293.93,154.98,1.9
Ionia,2023,4,3751.0,7130.0,4391.0,2739.0,1091584.0,291.01,153.1,1.9
Ionia,2023,5,3729.0,7125.0,4369.0,2756.0,1098060.0,294.47,154.11,1.91
Ionia,2023,6,3744.0,7118.0,4380.0,2738.0,1096349.0,292.83,154.02,1.9
Ionia,2023,7,3696.0,6969.0,4315.0,2654.0,1109116.0,300.09,159.15,1.89
Ionia,2023,8,3731.0,6979.0,4346.0,2633.0,1133241.0,303.74,162.38,1.87
Ionia,2023,9,3722.0,6965.0,4324.0,2641.0,1117214.0,300.16,160.4,1.87
Ionia,2023,10,3752.0,7033.0,4373.0,2660.0,1192536.0,318.0,170.0,1.87
Ionia,2023,11,3772.0,7070.0,4387.0,2683.0,1188441.0,315.0,168.0,1.87
Ionia,2023,12,3773.0,7094.0,4391.0,2703.0,1195455.0,317.0,169.0,1.88
Ionia,2024,1,3752.0,7033.0,4370.0,2663.0,1162412.0,310.0,165.0,1.87
Ionia,2024,2,3758.0,7086.0,4376.0,2710.0,1178853.0,314.0,166.0,1.89
Ionia,2024,3,3773.0,7102.0,4387.0,2715.0,1187917.0,315.0,167.0,1.88
Ionia,2024,4,3738.0,7006.0,4356.0,2650.0,1171016.0,313.0,167.0,1.87
Ionia,2024,5,3721.0,6944.0,4326.0,2618.0,1157768.0,311.0,167.0,1.87
Ionia,2024,6,3748.0,7004.0,4355.0,2649.0,1177174.0,314.0,168.0,1.87
Ionia,2024,7,3802.0,7117.0,4405.0,2712.0,1204010.0,317.0,169.0,1.87
Ionia,2024,8,3803.0,7073.0,4386.0,2687.0,1194075.0,314.0,169.0,1.86
Ionia,2024,9,3858.0,7242.0,4455.0,2787.0,1210965.0,314.0,167.0,1.88
Ionia,2024,10,3868.0,7272.0,4516.0,2756.0,1216598.0,315.0,167.0,1.88
Ionia,2024,11,3867.0,7264.0,4541.0,2723.0,1214542.0,314.0,167.0,1.88
Ionia,2024,12,3892.0,7338.0,4570.0,2768.0,1231790.0,316.0,168.0,1.89
Ionia,2025,1,3930.0,7454.0,4628.0,2826.0,1231458.0,313.0,165.0,1.9
Ionia,2025,2,3913.0,7431.0,4621.0,2810.0,1240717.0,317.0,167.0,1.9
Ionia,2025,3,3941.0,7404.0,4652.0,2752.0,1219821.0,310.0,165.0,1.88
Ionia,2025,4,3929.0,7339.0,4633.0,2706.0,1214523.0,309.0,165.0,1.87
Ionia,2025,5,3904.0,7298.0,4610.0,2688.0,1202889.0,308.0,165.0,1.87
Ionia,2025,6,3875.0,7241.0,4572.0,2669.0,1201707.0,310.0,166.0,1.87
Ionia,2025,7,3854.0,7233.0,4543.0,2690.0,1225318.0,318.0,169.0,1.88
Ionia,2025,8,3847.0,7228.0,4529.0,2699.0,1225353.0,319.0,170.0,1.88
Ionia,2025,9,3849.0,7238.0,4536.0,2702.0,1226998.0,319.0,170.0,1.88
Ionia,2025,10,3751.0,7000.0,4423.0,2577.0,1227177.0,327.0,175.0,1.87
Ionia,2025,11,3703.0,6888.0,4378.0,2510.0,1200709.0,324.0,174.0,1.86
Ionia,2025,12,3662.0,6816.0,4329.0,2487.0,1174845.0,321.0,172.0,1.86
Ionia,2026,1,3751.0,7000.0,4423.0,2577.0,1227177.0,327.0,175.0,1.87
Ionia,2026,2,3703.0,6888.0,4378.0,2510.0,1200709.0,324.0,174.0,1.86
Ionia,2026,3,3662.0,6816.0,4329.0,2487.0,1174845.0,321.0,172.0,1.86
Iosco,2014,10,2854.0,5271.0,3502.0,1769.0,639582.0,224.0,121.0,1.85
Iosco,2014,11,2842.0,5231.0,3479.0,1752.0,625902.0,220.0,120.0,1.84
Iosco,2014,12,2837.0,5217.0,3471.0,1746.0,619706.0,218.0,119.0,1.84
Iosco,2015,1,2880.0,5348.0,3532.0,1816.0,622254.0,216.0,116.0,1.86
Iosco,2015,2,2913.0,5408.0,3572.0,1836.0,636721.0,219.0,118.0,1.86
Iosco,2015,3,2938.0,5459.0,3614.0,1845.0,637450.0,217.0,117.0,1.86
Iosco,2015,4,2919.0,5458.0,3617.0,1841.0,636147.0,218.0,117.0,1.87
Iosco,2015,5,2926.0,5486.0,3628.0,1858.0,638173.0,218.0,116.0,1.87
Iosco,2015,6,2898.0,5394.0,3577.0,1817.0,621471.0,214.0,115.0,1.86
Iosco,2015,7,2900.0,5338.0,3573.0,1765.0,610078.0,210.0,114.0,1.84
Iosco,2015,8,2852.0,5258.0,3503.0,1755.0,610883.0,214.0,116.0,1.84
Iosco,2015,9,2822.0,5205.0,3461.0,1744.0,601755.0,213.0,116.0,1.84
Iosco,2015,10,2832.0,5215.0,3477.0,1738.0,594994.0,210.0,114.0,1.84
Iosco,2015,11,2831.0,5212.0,3472.0,1740.0,597079.0,211.0,115.0,1.84
Iosco,2015,12,2826.0,5173.0,3460.0,1713.0,590932.0,209.0,114.0,1.83
Iosco,2016,1,2832.0,5174.0,3467.0,1707.0,594470.0,210.0,115.0,1.83
Iosco,2016,2,2828.0,5152.0,3444.0,1708.0,599110.0,212.0,116.0,1.82
Iosco,2016,3,2845.0,5163.0,3455.0,1708.0,592073.0,208.0,115.0,1.81
Iosco,2016,4,2833.0,5176.0,3439.0,1737.0,592790.0,209.0,115.0,1.83
Iosco,2016,5,2833.0,5183.0,3437.0,1746.0,599459.0,212.0,116.0,1.83
Iosco,2016,6,2820.0,5171.0,3425.0,1746.0,591140.0,210.0,114.0,1.83
Iosco,2016,7,2788.0,5123.0,3396.0,1727.0,574365.0,206.0,112.0,1.84
Iosco,2016,8,2756.0,5055.0,3355.0,1700.0,573565.0,208.0,113.0,1.83
Iosco,2016,9,2708.0,4932.0,3277.0,1655.0,559189.0,206.0,113.0,1.82
Iosco,2016,10,2704.0,4894.0,3265.0,1629.0,548632.0,203.0,112.0,1.81
Iosco,2016,11,2681.0,4853.0,3227.0,1626.0,549626.0,205.0,113.0,1.81
Iosco,2016,12,2687.0,4890.0,3242.0,1648.0,555223.0,207.0,114.0,1.82
Iosco,2017,1,2696.0,4898.0,3243.0,1655.0,556045.0,206.0,114.0,1.82
Iosco,2017,2,2701.0,4932.0,3256.0,1676.0,565847.0,209.0,115.0,1.83
Iosco,2017,3,2665.0,4857.0,3221.0,1636.0,553013.0,208.0,114.0,1.82
Iosco,2017,4,2640.0,4823.0,3202.0,1621.0,552392.0,209.0,115.0,1.83
Iosco,2017,5,2630.0,4815.0,3185.0,1630.0,548501.0,209.0,114.0,1.83
Iosco,2017,6,2595.0,4700.0,3124.0,1576.0,528672.0,204.0,112.0,1.81
Iosco,2017,7,2568.0,4659.0,3085.0,1574.0,512333.0,200.0,110.0,1.81
Iosco,2017,8,2562.0,4662.0,3094.0,1568.0,532596.0,208.0,114.0,1.82
Iosco,2017,9,2531.0,4548.0,3031.0,1517.0,517677.0,205.0,114.0,1.8
Iosco,2017,10,2530.0,4564.0,3043.0,1521.0,517315.0,204.0,113.0,1.8
Iosco,2017,11,2521.0,4520.0,3039.0,1481.0,519915.0,206.0,115.0,1.79
Iosco,2017,12,2510.0,4480.0,3008.0,1472.0,512580.0,204.0,114.0,1.78
Iosco,2018,1,2524.0,4502.0,3021.0,1481.0,510294.0,202.0,113.0,1.78
Iosco,2018,2,2523.0,4468.0,3007.0,1461.0,511761.0,203.0,115.0,1.77
Iosco,2018,3,2519.0,4457.0,3001.0,1456.0,500180.0,199.0,112.0,1.77
Iosco,2018,4,2511.0,4435.0,2980.0,1455.0,499700.0,199.0,113.0,1.77
Iosco,2018,5,2479.0,4357.0,2930.0,1427.0,491796.0,198.0,113.0,1.76
Iosco,2018,6,2451.0,4302.0,2893.0,1409.0,481785.0,197.0,112.0,1.76
Iosco,2018,7,2411.0,4247.0,2848.0,1399.0,474935.0,197.0,112.0,1.76
Iosco,2018,8,2359.0,4165.0,2797.0,1368.0,460685.0,195.0,111.0,1.77
Iosco,2018,9,2323.0,4083.0,2746.0,1337.0,450743.0,194.0,110.0,1.76
Iosco,2018,10,2272.0,3981.0,2686.0,1295.0,441436.0,194.0,111.0,1.75
Iosco,2018,11,2217.0,3906.0,2629.0,1277.0,433249.0,195.0,111.0,1.76
Iosco,2018,12,2212.0,3939.0,2631.0,1308.0,437002.0,198.0,111.0,1.78
Iosco,2019,1,2205.0,3913.0,2620.0,1293.0,426371.0,193.0,109.0,1.77
Iosco,2019,2,2214.0,3950.0,2642.0,1308.0,428446.0,194.0,108.0,1.78
Iosco,2019,3,2164.0,3856.0,2582.0,1274.0,419071.0,194.0,109.0,1.78
Iosco,2019,4,2144.0,3779.0,2554.0,1225.0,405358.0,189.0,107.0,1.76
Iosco,2019,5,2120.0,3721.0,2508.0,1213.0,403213.0,190.0,108.0,1.76
Iosco,2019,6,2087.0,3640.0,2454.0,1186.0,391665.0,188.0,108.0,1.74
Iosco,2019,7,2053.0,3531.0,2396.0,1135.0,386209.0,188.0,109.0,1.72
Iosco,2019,8,2017.0,3473.0,2354.0,1119.0,376713.0,187.0,108.0,1.72
Iosco,2019,9,2016.0,3512.0,2360.0,1152.0,377550.0,187.0,108.0,1.74
Iosco,2019,10,1975.0,3436.0,2312.0,1124.0,367282.0,186.0,107.0,1.74
Iosco,2019,11,1992.0,3492.0,2349.0,1143.0,368995.0,185.0,106.0,1.75
Iosco,2019,12,2059.0,3620.0,2425.0,1195.0,385352.0,187.0,106.0,1.76
Iosco,2020,1,2125.0,3769.0,2533.0,1236.0,387183.0,182.0,103.0,1.77
Iosco,2020,2,2144.0,3772.0,2543.0,1229.0,392721.0,183.0,104.0,1.76
Iosco,2020,3,2265.0,4007.0,2701.0,1306.0,672507.0,297.0,168.0,1.77
Iosco,2020,4,2573.0,4720.0,3118.0,1602.0,751132.0,292.0,159.0,1.83
Iosco,2020,5,2582.0,4741.0,3138.0,1603.0,825348.0,320.0,174.0,1.84
Iosco,2020,6,2380.0,4138.0,2833.0,1305.0,723432.0,304.0,175.0,1.74
Iosco,2020,7,2267.0,3806.0,2675.0,1131.0,672155.0,296.0,177.0,1.68
Iosco,2020,8,2245.0,3786.0,2643.0,1143.0,654525.0,292.0,173.0,1.69
Iosco,2020,9,2300.0,3971.0,2724.0,1247.0,687333.0,299.0,173.0,1.73
Iosco,2020,10,2338.0,4087.0,2776.0,1311.0,738344.0,316.0,181.0,1.75
Iosco,2020,11,2367.0,4173.0,2814.0,1359.0,752574.0,318.0,180.0,1.76
Iosco,2020,12,2394.0,4278.0,2868.0,1410.0,763126.0,319.0,178.0,1.79
Iosco,2021,1,2421.0,4299.0,2902.0,1397.0,894904.0,370.0,208.0,1.78
Iosco,2021,2,2460.0,4380.0,2954.0,1426.0,908613.0,369.0,207.0,1.78
Iosco,2021,3,2436.0,4308.0,2929.0,1379.0,896196.0,368.0,208.0,1.77
Iosco,2021,4,2355.0,4181.0,2826.0,1355.0,874979.0,372.0,209.0,1.78
Iosco,2021,5,2319.0,4082.0,2784.0,1298.0,932898.0,402.0,229.0,1.76
Iosco,2021,6,2302.0,4024.0,2746.0,1278.0,788347.0,342.0,196.0,1.75
Iosco,2021,7,2286.0,3980.0,2719.0,1261.0,902215.0,395.0,227.0,1.74
Iosco,2021,8,2312.0,4017.0,2747.0,1270.0,912033.0,394.0,227.0,1.74
Iosco,2021,9,2305.0,4007.0,2743.0,1264.0,910722.0,395.0,227.0,1.74
Iosco,2021,10,2321.0,4061.0,2770.0,1291.0,991544.0,427.0,244.0,1.75
Iosco,2021,11,2336.0,4076.0,2785.0,1291.0,981719.0,420.0,241.0,1.74
Iosco,2021,12,2396.0,4247.0,2867.0,1380.0,1016929.0,424.0,239.0,1.77
Iosco,2022,1,2435.0,4347.0,2927.0,1420.0,1028073.0,422.0,237.0,1.79
Iosco,2022,2,2436.0,4338.0,2923.0,1415.0,1048239.0,430.0,242.0,1.78
Iosco,2022,3,2473.0,4367.0,2960.0,1407.0,1049632.0,424.0,240.0,1.77
Iosco,2022,4,2530.0,4484.0,3034.0,1450.0,1052504.0,416.0,235.0,1.77
Iosco,2022,5,2591.0,4586.0,3105.0,1481.0,1061167.0,410.0,231.0,1.77
Iosco,2022,6,2479.0,4426.0,2973.0,1453.0,1058672.0,427.0,239.0,1.79
Iosco,2022,7,2469.0,4393.0,2949.0,1444.0,1057658.0,428.0,241.0,1.78
Iosco,2022,8,2458.0,4373.0,2915.0,1458.0,1041761.0,424.0,238.0,1.78
Iosco,2022,9,2475.0,4391.0,2939.0,1452.0,1050866.0,425.0,239.0,1.77
Iosco,2022,10,2497.0,4438.0,2966.0,1472.0,1214747.0,486.48,273.71,1.78
Iosco,2022,11,2508.0,4481.0,2985.0,1496.0,1183565.0,471.92,264.13,1.79
Iosco,2022,12,2513.0,4499.0,3003.0,1496.0,1190596.0,473.77,264.64,1.79
Iosco,2023,1,2530.0,4516.0,3028.0,1488.0,1189254.0,470.06,263.34,1.78
Iosco,2023,2,2585.0,4607.0,3092.0,1515.0,1214180.0,469.7,263.55,1.78
Iosco,2023,3,2576.0,4540.0,3062.0,1478.0,700793.0,272.05,154.36,1.76
Iosco,2023,4,2568.0,4588.0,3075.0,1513.0,710270.0,276.58,154.81,1.79
Iosco,2023,5,2555.0,4591.0,3064.0,1527.0,714137.0,279.51,155.55,1.8
Iosco,2023,6,2511.0,4472.0,2989.0,1483.0,687264.0,273.7,153.68,1.78
Iosco,2023,7,2482.0,4445.0,2962.0,1483.0,698475.0,281.42,157.14,1.79
Iosco,2023,8,2446.0,4357.0,2913.0,1444.0,687049.0,280.89,157.69,1.78
Iosco,2023,9,2439.0,4350.0,2906.0,1444.0,680129.0,278.86,156.35,1.78
Iosco,2023,10,2436.0,4392.0,2918.0,1474.0,732612.0,301.0,167.0,1.8
Iosco,2023,11,2421.0,4365.0,2905.0,1460.0,731911.0,302.0,168.0,1.8
Iosco,2023,12,2437.0,4392.0,2927.0,1465.0,731647.0,300.0,167.0,1.8
Iosco,2024,1,2450.0,4410.0,2942.0,1468.0,714602.0,292.0,162.0,1.8
Iosco,2024,2,2468.0,4460.0,2975.0,1485.0,714096.0,289.0,160.0,1.81
Iosco,2024,3,2462.0,4449.0,2968.0,1481.0,710809.0,289.0,160.0,1.81
Iosco,2024,4,2431.0,4398.0,2920.0,1478.0,712310.0,293.0,162.0,1.81
Iosco,2024,5,2404.0,4338.0,2887.0,1451.0,694790.0,289.0,160.0,1.8
Iosco,2024,6,2382.0,4282.0,2852.0,1430.0,685148.0,288.0,160.0,1.8
Iosco,2024,7,2392.0,4276.0,2859.0,1417.0,698779.0,292.0,163.0,1.79
Iosco,2024,8,2377.0,4250.0,2837.0,1413.0,687460.0,289.0,162.0,1.79
Iosco,2024,9,2399.0,4280.0,2856.0,1424.0,695134.0,290.0,162.0,1.78
Iosco,2024,10,2390.0,4258.0,2849.0,1409.0,699311.0,293.0,164.0,1.78
Iosco,2024,11,2423.0,4300.0,2889.0,1411.0,693420.0,286.0,161.0,1.77
Iosco,2024,12,2422.0,4302.0,2896.0,1406.0,691750.0,286.0,161.0,1.78
Iosco,2025,1,2451.0,4373.0,2936.0,1437.0,685179.0,280.0,157.0,1.78
Iosco,2025,2,2476.0,4402.0,2961.0,1441.0,698190.0,282.0,159.0,1.78
Iosco,2025,3,2484.0,4383.0,2967.0,1416.0,681141.0,274.0,155.0,1.76
Iosco,2025,4,2478.0,4358.0,2964.0,1394.0,694127.0,280.0,159.0,1.76
Iosco,2025,5,2446.0,4337.0,2932.0,1405.0,679858.0,278.0,157.0,1.77
Iosco,2025,6,2459.0,4325.0,2934.0,1391.0,693129.0,282.0,160.0,1.76
Iosco,2025,7,2403.0,4259.0,2871.0,1388.0,686154.0,286.0,161.0,1.77
Iosco,2025,8,2422.0,4304.0,2880.0,1424.0,697587.0,288.0,162.0,1.78
Iosco,2025,9,2419.0,4297.0,2879.0,1418.0,692035.0,286.0,161.0,1.78
Iosco,2025,10,2384.0,4199.0,2828.0,1371.0,695478.0,292.0,166.0,1.76
Iosco,2025,11,2382.0,4171.0,2814.0,1357.0,694779.0,292.0,167.0,1.75
Iosco,2025,12,2358.0,4114.0,2770.0,1344.0,686965.0,291.0,167.0,1.74
Iosco,2026,1,2384.0,4199.0,2828.0,1371.0,695478.0,292.0,166.0,1.76
Iosco,2026,2,2382.0,4171.0,2814.0,1357.0,694779.0,292.0,167.0,1.75
Iosco,2026,3,2358.0,4114.0,2770.0,1344.0,686965.0,291.0,167.0,1.74
Iron,2014,10,938.0,1793.0,1167.0,626.0,210257.0,224.0,117.0,1.91
Iron,2014,11,941.0,1782.0,1174.0,608.0,210925.0,224.0,118.0,1.89
Iron,2014,12,951.0,1825.0,1186.0,639.0,211841.0,223.0,116.0,1.92
Iron,2015,1,967.0,1852.0,1205.0,647.0,207791.0,215.0,112.0,1.92
Iron,2015,2,972.0,1864.0,1214.0,650.0,211663.0,218.0,114.0,1.92
Iron,2015,3,972.0,1859.0,1217.0,642.0,210236.0,216.0,113.0,1.91
Iron,2015,4,964.0,1852.0,1214.0,638.0,210608.0,218.0,114.0,1.92
Iron,2015,5,960.0,1858.0,1214.0,644.0,207428.0,216.0,112.0,1.94
Iron,2015,6,950.0,1836.0,1201.0,635.0,202966.0,214.0,111.0,1.93
Iron,2015,7,930.0,1790.0,1169.0,621.0,198386.0,213.0,111.0,1.92
Iron,2015,8,955.0,1834.0,1198.0,636.0,202286.0,212.0,110.0,1.92
Iron,2015,9,975.0,1856.0,1219.0,637.0,203240.0,208.0,110.0,1.9
Iron,2015,10,957.0,1810.0,1193.0,617.0,199621.0,209.0,110.0,1.89
Iron,2015,11,953.0,1819.0,1191.0,628.0,200124.0,210.0,110.0,1.91
Iron,2015,12,955.0,1819.0,1185.0,634.0,202490.0,212.0,111.0,1.9
Iron,2016,1,954.0,1805.0,1179.0,626.0,202452.0,212.0,112.0,1.89
Iron,2016,2,943.0,1778.0,1170.0,608.0,201298.0,213.0,113.0,1.89
Iron,2016,3,938.0,1727.0,1153.0,574.0,194272.0,207.0,112.0,1.84
Iron,2016,4,930.0,1708.0,1145.0,563.0,192592.0,207.0,113.0,1.84
Iron,2016,5,940.0,1737.0,1154.0,583.0,198303.0,211.0,114.0,1.85
Iron,2016,6,944.0,1757.0,1160.0,597.0,197957.0,210.0,113.0,1.86
Iron,2016,7,938.0,1720.0,1142.0,578.0,194920.0,208.0,113.0,1.83
Iron,2016,8,935.0,1731.0,1135.0,596.0,193389.0,207.0,112.0,1.85
Iron,2016,9,904.0,1684.0,1098.0,586.0,184925.0,205.0,110.0,1.86
Iron,2016,10,882.0,1633.0,1072.0,561.0,178981.0,203.0,110.0,1.85
Iron,2016,11,872.0,1596.0,1052.0,544.0,177493.0,204.0,111.0,1.83
Iron,2016,12,850.0,1566.0,1024.0,542.0,172987.0,204.0,110.0,1.84
Iron,2017,1,869.0,1610.0,1043.0,567.0,177771.0,205.0,110.0,1.85
Iron,2017,2,871.0,1603.0,1040.0,563.0,175275.0,201.0,109.0,1.84
Iron,2017,3,854.0,1573.0,1019.0,554.0,171544.0,201.0,109.0,1.84
Iron,2017,4,829.0,1521.0,986.0,535.0,168192.0,203.0,111.0,1.83
Iron,2017,5,820.0,1517.0,979.0,538.0,167788.0,205.0,111.0,1.85
Iron,2017,6,825.0,1516.0,985.0,531.0,165683.0,201.0,109.0,1.84
Iron,2017,7,806.0,1474.0,961.0,513.0,160791.0,199.0,109.0,1.83
Iron,2017,8,818.0,1479.0,975.0,504.0,166083.0,203.0,112.0,1.81
Iron,2017,9,819.0,1464.0,967.0,497.0,165065.0,202.0,113.0,1.79
Iron,2017,10,809.0,1446.0,951.0,495.0,159787.0,198.0,111.0,1.79
Iron,2017,11,811.0,1461.0,953.0,508.0,163872.0,202.0,112.0,1.8
Iron,2017,12,792.0,1446.0,939.0,507.0,162075.0,205.0,112.0,1.83
Iron,2018,1,799.0,1444.0,952.0,492.0,160291.0,201.0,111.0,1.81
